,total,validation
115,0.07925466448068619,0.20222236216068268
116,0.08080580830574036,0.20355044305324554
117,0.07755053043365479,0.20345094799995422
118,0.07654381543397903,0.2024596482515335
119,0.07598897069692612,0.20248760282993317
120,0.07432473450899124,0.20282451808452606
121,0.07416370511054993,0.2021733820438385
122,0.07435862720012665,0.20289300382137299
123,0.0746903195977211,0.20310433208942413
124,0.07430204749107361,0.20301951467990875
125,0.07202895730733871,0.20244772732257843
126,0.07055263966321945,0.20192484557628632
127,0.07299111783504486,0.20380759239196777
128,0.07179199904203415,0.20307046175003052
129,0.07187330722808838,0.20375452935695648
130,0.07026246190071106,0.20309600234031677
131,0.06973864138126373,0.20359694957733154
132,0.06945176422595978,0.20327028632164001
133,0.06919969618320465,0.20256872475147247
134,0.06877550482749939,0.20352573692798615
135,0.06948397308588028,0.20388077199459076
136,0.06862463802099228,0.20357678830623627
137,0.06792289018630981,0.20372885465621948
138,0.06637269258499146,0.20405541360378265
139,0.06748634576797485,0.20413155853748322
140,0.06641355901956558,0.2037184089422226
141,0.06636166572570801,0.20410344004631042
142,0.06509384512901306,0.20374742150306702
143,0.06509159505367279,0.2046712338924408
144,0.06450678408145905,0.20448090136051178
145,0.06462202966213226,0.2041102796792984
146,0.06422355771064758,0.20429301261901855
147,0.06326765567064285,0.2050040066242218
148,0.061627231538295746,0.20448242127895355
